id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
4112,0,database management systems and the internet,susan malaika,vldb,1996,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",acm sigmod record,2003
4113,1,graphdb : modeling and querying graphs in databases,ralf hartmut güting,vldb,1994,graphdb : modeling and querying graphs in databases,ralf hartmut g &#252; ting,very large data bases,1994
4114,0,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",sigmod record,1999,inferring structure in semistructured data,"svetlozer nestorov , serge abiteboul , rajeev motwani",acm sigmod record,1997
4115,0,an extensible compressor for xml data,"dan suciu , hartmut liefke",sigmod record,2000,xmill : an efficient compressor for xml data,"hartmut liefke , dan suciu",international conference on management of data,2000
4116,0,the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies,"timos k. sellis , aris tsois",vldb,2003,query optimization in the presence of limited access patterns,"daniela florescu , alon levy , ioana manolescu , dan suciu",international conference on management of data,1999
4117,0,streaming queries over streaming data,"michael j. franklin , sirish chandrasekaran",vldb,2002,continuously adaptive continuous queries over streams,"samuel madden , mehul shah , joseph m. hellerstein , vijayshankar raman",international conference on management of data,2002
4118,1,integrating the ub-tree into a database system kernel,"robert fenk , rudolf bayer , volker markl , martin zirkel , frank ramsak , klaus elhardt",vldb,2000,integrating the ub-tree into a database system kernel,"frank ramsak , volker markl , robert fenk , martin zirkel , klaus elhardt , rudolf bayer",very large data bases,2000
4119,0,a system for watermarking relational databases,"peter j. haas , rakesh agrawal , jerry kiernan",sigmod conference,2003,temporal database system implementations,michael h. b &#246; hlen,acm sigmod record,1995
4120,0,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms , martin s. olivier",acm trans . database syst .,1994,cost-based selection of path expression processing algorithms in object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",very large data bases,1996
4121,0,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",vldb,1994,algorithms for mining association rules for binary segmentations of huge categorical databases,"yasuhiko morimoto , takeshi fukuda , hirofumi matsuzawa , takeshi tokuyama , kunikazu yoda",very large data bases,1998
4122,0,formal query languages for secure relational databases,"marianne winslett , kenneth smith , xiaolei qian",acm trans . database syst .,1994,unql : a query language and algebra for semistructured data based on structural recursion,"peter buneman , mary fernandez , dan suciu",the vldb journal -- the international journal on very large data bases,2000
4123,1,efficient and effective metasearch for text databases incorporating linkages among documents,"weiyi meng , clement t. yu , king-lup liu , wensheng wu",sigmod conference,2001,efficient and effective metasearch for text databases incorporating linkages among documents,"clement yu , weiyi meng , wensheng wu , king-lup liu",international conference on management of data,2001
4124,0,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1995,query unnesting in object-oriented databases,leonidas fegaras,international conference on management of data,1998
4125,0,declarative updates of relational databases,weidong chen,acm trans . database syst .,1995,storage and retrieval of xml data using relational databases,"surajit chaudhuri , kyuseok shim",very large data bases,2001
4126,0,"olap , relational , and multidimensional database systems",george colliat,sigmod record,1996,on supporting containment queries in relational database management systems,"chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman",international conference on management of data,2001
4127,0,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",very large data bases,1995
4128,1,an overview of data warehousing and olap technology,"surajit chaudhuri , umeshwar dayal",sigmod record,1997,an overview of data warehousing and olap technology,"surajit chaudhuri , umeshwar dayal",acm sigmod record,1997
4129,0,semantics for update rule programs and implementations in a relational database management system,"louiqa raschid , jorge lobo",acm trans . database syst .,1996,on supporting containment queries in relational database management systems,"chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman",international conference on management of data,2001
4130,0,multi-dimensional substring selectivity estimation,"divesh srivastava , olga kapitskaia , raymond t. ng , h. v. jagadish",vldb,1999,materialized view selection for multidimensional datasets,"amit shukla , prasad deshpande , jeffrey f. naughton",very large data bases,1998
4131,0,predictive dynamic load balancing of parallel and distributed rule and query processing,"jae-jun hwang , mauricio a. hernández , salvatore j. stolfo , hasanat m. dewan",sigmod conference,1994,estimation of query-result distribution and its application in parallel-join load balancing,"viswanath poosala , yannis e. ioannidis",very large data bases,1996
4132,0,parallel algorithms for high-dimensional similarity joins for data mining applications,"rakesh agrawal , john c. shafer",vldb,1997,multi-dimensional database allocation for parallel data warehouses,"thomas st &#246; hr , holger m &#228; rtens , erhard rahm",very large data bases,2000
4133,0,querying xml views of relational data,"jerry kiernan , jayavel shanmugasundaram , catalina fan , eugene j. shekita , john funderburk",vldb,2001,storing and querying ordered xml using a relational database system,"igor tatarinov , stratis d. viglas , kevin beyer , jayavel shanmugasundaram , eugene shekita , chun zhang",international conference on management of data,2002
4134,0,enhanced abstract data types in object-relational databases,praveen seshadri,vldb j.,1998,bulk-loading techniques for object databases and an application to relational data,"sihem amer-yahia , sophie cluet , claude delobel",very large data bases,1998
4135,0,a fast index for semistructured data,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon",vldb,2001,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",very large data bases,2001
4136,0,progressive approximate aggregate queries with a multi-resolution tree structure,"iosif lazaridis , sharad mehrotra",sigmod conference,2001,progressive evaluation of nested aggregate queries,"kian-lee tan , cheng hian goh , beng chin ooi",the vldb journal -- the international journal on very large data bases,2000
4137,0,storage and retrieval of xml data using relational databases,"surajit chaudhuri , kyuseok shim",vldb,2001,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997
4138,0,multi-dimensional selectivity estimation using compressed histogram information,"deok-hwan kim , ju-hong lee , chin-wan chung",sigmod conference,1999,one-dimensional and multi-dimensional substring selectivity estimation,"h. v. jagadish , olga kapitskaia , raymond t. ng , divesh srivastava",the vldb journal -- the international journal on very large data bases,2000
4139,0,the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",sigmod conference,1999,an efficient method for checking object-oriented database schema correctness,"a. formica , h. d. groger , m. missikoff",acm transactions on database systems ( tods ),1998
4140,0,webdb ' 98 : international workshop on the web and databases,"alberto o. mendelzon , paolo atzeni",sigmod record,1998,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),"mikael berndtsson , j &#246; rgen hansson",acm sigmod record,1996
4141,0,aurora : a data stream management system,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",sigmod conference,2003,bigsur : a system for the management of earth science data,"paul brown , michael stonebraker",very large data bases,1995
4142,0,an introduction to spatial database systems,ralf hartmut güting,vldb j.,1994,parallel database systems 101,jim gray,international conference on management of data,1995
4143,0,query optimization in compressed database systems,"zhiyuan chen , flip korn , johannes gehrke",sigmod conference,2001,performing joins without decompression in a compressed database system,"s. j. o'connell , n. winterbottom",acm sigmod record,2003
4144,0,query unnesting in object-oriented databases,leonidas fegaras,sigmod conference,1998,managing intervals efficiently in object-relational databases,"hans-peter kriegel , marco p &#246; tke , thomas seidl",very large data bases,2000
4145,1,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"manuel rodriguez-martinez , joseph jájá , john m. mcgann , nick roussopoulos , zhexuan song , stephen kelley , vadim katz",sigmod conference,2000,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos , john m. mcgann , stephen kelley , vadim katz , zhexuan song , joseph j &#225; j &#225;",international conference on management of data,2000
4146,0,visdb : a system for visualizing large databases,"hans-peter kriegel , daniel a. keim",sigmod conference,1995,niagaracq : a scalable continuous query system for internet databases,"jianjun chen , david j. dewitt , feng tian , yuan wang",international conference on management of data,2000
4147,0,query processing techniques for arrays,"arunprasad p. marathe , kenneth salem",vldb j.,2002,sequence query processing,"praveen seshadri , miron livny , raghu ramakrishnan",international conference on management of data,1994
4148,0,graphdb : modeling and querying graphs in databases,ralf hartmut güting,vldb,1994,modelling and querying video data,"rune hjelsvold , roger midtstraum",very large data bases,1994
4149,0,algorithms for mining distance-based outliers in large datasets,"raymond t. ng , edwin m. knorr",vldb,1998,fast algorithms for universal quantification in large databases,"goetz graefe , richard l. cole",acm transactions on database systems ( tods ),1995
4150,0,on completeness of historical relational query languages,"james clifford , albert croker , alexander tuzhilin",acm trans . database syst .,1994,incremental computation of nested relational query expressions,"lars baekgaard , leo mark",acm transactions on database systems ( tods ),1995
4151,0,research issues in databases for arcs : active rapidly changing data systems,anindya datta,sigmod record,1994,generalized search trees for database systems,"joseph m. hellerstein , jeffrey f. naughton , avi pfeffer",very large data bases,1995
4152,0,"lh * - a scalable , distributed data structure","donovan a. schneider , marie-anne neimat , witold litwin",acm trans . database syst .,1996,distributed query evaluation on semistructured data,dan suciu,acm transactions on database systems ( tods ),2002
4153,0,atomicity versus anonymity : distributed transactions for electronic commerce,j. d. tygar,vldb,1998,distributed transactions in practice,"prabhu ram , lyman do , pamela drew",acm sigmod record,1999
4154,0,processing complex aggregate queries over data streams,"alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis",sigmod conference,2002,adaptive filters for continuous queries over distributed data streams,"chris olston , jing jiang , jennifer widom",international conference on management of data,2003
4155,0,scalable parallel data mining for association rules,"eui-hong han , vipin kumar , george karypis",sigmod conference,1997,sonar : system for optimized numeric association rules,"takeshi fukuda , yasuhiko morimoto , shinichi morishita , takeshi tokuyama",international conference on management of data,1996
4156,1,p-grid : a self-organizing structured p2p system,"zoran despotovic , manfred hauswirth , karl aberer , philippe cudré-mauroux , magdalena punceva , anwitaman datta , roman schmidt",sigmod record,2003,p-grid : a self-organizing structured p2p system,"karl aberer , philippe cudr &#233; - mauroux , anwitaman datta , zoran despotovic , manfred hauswirth , magdalena punceva , roman schmidt",acm sigmod record,2003
4157,0,editor 's notes,michael j. franklin,sigmod record,1997,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001
4158,0,grid data management systems & services,"reagan moore , arun jagatheesan , paul watson , norman w. paton",vldb,2003,open object database management systems,jos &#233; a. blakeley,international conference on management of data,1994
4159,0,automating physical database design in a parallel database,"chun zhang , guy m. lohman , jun rao , nimrod megiddo",sigmod conference,2002,dynamic load balancing in hierarchical parallel database systems,"luc bouganim , daniela florescu , patrick valduriez",very large data bases,1996
4160,0,book review column,karl aberer,sigmod record,2002,book reviews,karl aberer,acm sigmod record,2002
4161,0,belief reasoning in mls deductive databases,hasan m. jamil,sigmod conference,1999,closing the key loophole in mls databases,"nenad jukic , svetlozar nestorov , susan vrbsky",acm sigmod record,2003
4162,0,a cost model for clustered object-oriented databases,"zhao-hui tang , jean-robert gruser , georges gardarin",vldb,1995,description logics for semantic query optimization in object-oriented database systems,"domenico beneventano , sonia bergamaschi , claudio sartori",acm transactions on database systems ( tods ),2003
4163,1,a low-cost storage server for movie on demand databases,"alexandros biliris , banu özden , abraham silberschatz , rajeev rastogi",vldb,1994,a low-cost storage server for movie on demand databases,"banu &#214; zden , alexandros biliris , rajeev rastogi , abraham silberschatz",very large data bases,1994
4164,0,index concurrency control in firm real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",vldb,1995,highly concurrent cache consistency for indices in client-server database systems,"markos zaharioudakis , michael j. carey",international conference on management of data,1997
4165,0,storage and retrieval of xml data using relational databases,"surajit chaudhuri , kyuseok shim",vldb,2001,a system for watermarking relational databases,"rakesh agrawal , peter j. haas , jerry kiernan",international conference on management of data,2003
4166,0,"using taxonomy , discriminants , and signatures for navigating in text databases","byron dom , rakesh agrawal , prabhakar raghavan , soumen chakrabarti",vldb,1997,"scalable feature selection , classification and signature generation for organizing large text databases into hierarchical topic taxonomies","soumen chakrabarti , byron dom , rakesh agrawal , prabhakar raghavan",the vldb journal -- the international journal on very large data bases,1998
4167,0,challenges for global information systems,"alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova",vldb,1994,environmental information systems,oliver g &#252; nther,acm sigmod record,1997
4168,0,an introduction to deductive database languages and systems,"kotagiri ramamohanarao , james harland",vldb j.,1994,promises and realities of active database systems,"eric simon , angelika kotz dittrich",very large data bases,1995
4169,0,query processing in spatial network databases,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao",vldb,2003,query processing and optimization in oracle rdb,"gennady antoshenkov , mohamed ziauddin",the vldb journal -- the international journal on very large data bases,1996
4170,0,scalable parallel data mining for association rules,"eui-hong han , vipin kumar , george karypis",sigmod conference,1997,sprint : a scalable parallel classifier for data mining,"john c. shafer , rakesh agrawal , manish mehta",very large data bases,1996
4171,0,mining frequent itemsets using support constraints,"jiawei han , ke wang , yu he",vldb,2000,exploratory mining via constrained frequent set queries,"raymond ng , laks v. s. lakshmanan , jiawei han , teresa mah",international conference on management of data,1999
4172,0,joining ranked inputs in practice,"walid g. aref , ihab f. ilyas , ahmed k. elmagarmid",vldb,2002,standards in practice,"andrew eisenberg , jim melton",acm sigmod record,1998
4173,1,odmg-93 : a standard for object-oriented dbmss,r. g. g. cattell,sigmod conference,1994,odmg-93 : a standard for object-oriented dbmss,r. g. g. cattell,international conference on management of data,1994
4174,0,tigukat : a uniform behavioral objectbase management system,"randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron",vldb j.,1995,dwms : data warehouse management system,narendra mohan,very large data bases,1996
4175,0,design and implementation of a genetic-based algorithm for data mining,sunil choenni,vldb,2000,design and implementation of rmp : a virtual electronic market place,"susanne boll , wolfgang klas , bernard battaglin",acm sigmod record,1998
4176,0,dbcache : database caching for web application servers,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,2002,dbcache : middle-tier database caching for highly scalable e-business architectures,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",international conference on management of data,2003
4177,0,query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",sigmod conference,1999,integrating dynamically-fetched external information into a dbms for semistructured data,"jason mchugh , jennifer widom",acm sigmod record,1997
4178,0,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",sigmod conference,1994,unisql/x unified relational and object-oriented database system,won kim,international conference on management of data,1994
4179,0,a data model and data structures for moving objects databases,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",sigmod conference,2000,erratum-a database model for object dynamics,"m. p. papazoglou , b. j. kr &#228; mer",the vldb journal -- the international journal on very large data bases,1997
4180,0,query processing over object views of relational data,"gustav fahl , tore risch",vldb j.,1997,rights protection for relational data,"radu sion , mikhail atallah , sunil prabhakar",international conference on management of data,2003
4181,0,cache investment : integrating query optimization and distributed data placement,"donald kossmann , gerhard drasch , michael j. franklin",acm trans . database syst .,2000,query caching and optimization in distributed mediator systems,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",international conference on management of data,1996
4182,1,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",vldb,1996,querying multiple features of groups in relational databases,"damianos chatziantoniou , kenneth a. ross",very large data bases,1996
4183,0,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kun-lung wu , philip s. yu , james z. teng , jen-yao chung",vldb,1995,an empirical performance study of the ingres search accelerator for a large property management database system,"sarabjot s. anand , david a. bell , john g. hughes",very large data bases,1994
4184,0,cache conscious indexing for decision-support in main memory,"kenneth a. ross , jun rao",vldb,1999,making b + - trees cache conscious in main memory,"jun rao , kenneth a. ross",international conference on management of data,2000
4185,0,an aspect of query optimization in multidatabase systems ( extended abstract ),"chiang lee , hongjun lu , chia-jung chen",sigmod record,1995,query optimization in compressed database systems,"zhiyuan chen , johannes gehrke , flip korn",international conference on management of data,2001
4186,1,query processing techniques for arrays,"kenneth salem , arunprasad p. marathe",sigmod conference,1999,query processing techniques for arrays,"arunprasad p. marathe , kenneth salem",international conference on management of data,1999
4187,0,research in database engineering at the university of namur,jean-luc hainaut,sigmod record,2003,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1997
4188,1,bulk-loading techniques for object databases and an application to relational data,"claude delobel , sophie cluet , sihem amer-yahia",vldb,1998,bulk-loading techniques for object databases and an application to relational data,"sihem amer-yahia , sophie cluet , claude delobel",very large data bases,1998
4189,0,is web-site management a database problem ?,"daniela florescu , dan suciu , alon y. levy",vldb,1998,view management in multimedia databases,"k. sel &#231; uk candan , eric lemar , v. s. subrahmanian",the vldb journal -- the international journal on very large data bases,2000
4190,0,update propagation strategies to improve freshness in lazy master replicated databases,"eric simon , esther pacitti",vldb j.,2000,update propagation protocols for replicated databates,"yuri breitbart , raghavan komondoor , rajeev rastogi , s. seshadri , avi silberschatz",international conference on management of data,1999
4191,0,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997,repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998
4192,0,optimizing disjunctive queries with expensive predicates,"alfons kemper , guido moerkotte , michael steinbrunn , klaus peithner",sigmod conference,1994,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",very large data bases,1996
4193,0,tam : a system for dynamic transactional activity management,"ling liu , calton pu , tong zhou",sigmod conference,1999,asset : a system for supporting extended transactions,"a. biliris , s. dar , n. gehani , h. v. jagadish , k. ramamritham",international conference on management of data,1994
4194,0,information management for genome level bioinformatics,"norman w. paton , carole a. goble",vldb,2001,integrating modelling systems for environmental management information systems,"david j. abel , kerry taylor , dean kun",acm sigmod record,1997
4195,0,self-serv : a platform for rapid composition of web services in a peer-to-peer environment,"eileen oi-yan mak , quan z. sheng , boualem benatallah , marlon dumas",vldb,2002,xl : a platform for web services,"daniela florescu , andreas gr &#252; nhagen , donald kossmann , steffen rost",international conference on management of data,2002
4196,0,pesto : an integrated query/browser for object databases,"laura m. haas , michael j. carey , vivekananda maganty , john h. williams",vldb,1996,fibonacci : a programming language for object databases,"antonio albano , giorgio ghelli , renzo orsini",the vldb journal -- the international journal on very large data bases,1995
4197,0,optimization of constrained frequent set queries with 2-variable constraints,"laks v. s. lakshmanan , alex pang , raymond t. ng , jiawei han",sigmod conference,1999,optimization techniques for queries with expensive methods,joseph m. hellerstein,acm transactions on database systems ( tods ),1998
4198,0,distributed deviation detection in sensor networks,"dimitrios gunopulos , themistoklis palpanas , dimitris papadopoulos , vana kalogeraki",sigmod record,2003,distributing queries over low-power wireless sensor networks,"samuel madden , joseph m. hellerstein",international conference on management of data,2002
4199,0,open object database management systems,josé a. blakeley,sigmod conference,1994,unisql 's next-generation object-relational database management system,"albert d'andrea , phil janus",acm sigmod record,1996
4200,0,heterogeneous database query optimization in db2 universal datajoiner,"shivakumar venkataraman , tian zhang",vldb,1998,optimizing queries with universal quantification in object-oriented and object-relational databases,"jens clau &#223; en , alfons kemper , guido moerkotte , klaus peithner",very large data bases,1997
4201,0,fibonacci : a programming language for object databases,"antonio albano , renzo orsini , giorgio ghelli",vldb j.,1995,investigation of algebraic query optimisation techniques for database programming languages,"alexandra poulovassilis , carol small",very large data bases,1994
4202,1,implementing deletion in b + - trees,jan jannink,sigmod record,1995,implementing deletion in b + - trees,jan jannink,acm sigmod record,1995
4203,0,www-udk : a web-based environmental meta-information system,"rudolf legat , arne koschel , andree keitel , ralf kramer , claudia rolker , ralf nikolai , peter c. lockemann , konrad zirm",sigmod record,1997,the ecobase project : database and web technologies for environmental information systems,"luc bouganim , maria claudia cavalcanti , fran &#231; oise fabret , maria luiza campos , fran &#231; ois llirbat , marta mattoso , rubens melo , ana maria moura , esther pacitti , fabio porto , margareth simoes , eric simon , asterio tanaka , patrick valduriez",acm sigmod record,2001
4204,0,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002,acm multimedia '94 conference workshop on multimedia database management systems,"bruce berra , kingsley nwosu , bhavani thuraisingham",acm sigmod record,1995
4205,0,report from the nsf workshop on workflow and process automation in information systems,"dimitrios georgakopoulos , stef joosten , marek rusinkiewicz , alexander l. wolf , walt scacchi , amit p. sheth , jack c. wileden",sigmod record,1996,report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems,opher etzion,acm sigmod record,1999
4206,0,"information translation , mediation , and mosaic-based browsing in the tsimmis system","yannis papakonstantinou , joachim hammer , jennifer widom , jeffrey d. ullman , hector garcia-molina , kelly ireland",sigmod conference,1995,capability based mediation in tsimmis,"chen li , ramana yerneni , vasilis vassalos , hector garcia-molina , yannis papakonstantinou , jeffrey ullman , murty valiveti",international conference on management of data,1998
4207,0,smooth - a distributed multimedia database system,"christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner",vldb,2001,deeds towards a distributed and active real-time database system,"s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring",acm sigmod record,1996
4208,1,retrieval of composite multimedia objects,"surajit chaudhuri , shahram ghandeharizadeh , cyrus shahabi",vldb,1995,retrieval of composite multimedia objects,"surajit chaudhuri , shahram ghandeharizadeh , cyrus shahabi",very large data bases,1995
4209,0,business data management for b2b electronic commerce,"manfred a. jeusfeld , mareike schoop , christoph quix",sigmod record,2002,towards a theory of cost management for digital libraries and electronic commerce,"a. prasad sistla , ouri wolfson , yelena yesha , robert sloan",acm transactions on database systems ( tods ),1998
4210,0,text databases : a survey of text models and systems,arjan loeffen,sigmod record,1994,of objects and databases : a decade of turmoil,"michael j. carey , david j. dewitt",very large data bases,1996
4211,0,reminiscences on influential papers,"jun rao , kenneth a. ross , johannes gehrke",sigmod record,2003,reminiscences on influential papers,"kenneth a. ross , theodore johnson , richard thomas snodgrass",acm sigmod record,2002
4212,1,the mirror mmdbms architecture,"mark g. l. m. van doorn , arjen p. de vries , henk m. blanken , peter m. g. apers",vldb,1999,the mirror mmdbms architecture,"arjen p. de vries , mark g. l. m. van doorn , henk m. blanken , peter m. g. apers",very large data bases,1999
4213,0,efficient and effective clustering methods for spatial data mining,"raymond t. ng , jiawei han",vldb,1994,geominer : a system prototype for spatial data mining,"jaiwei han , krzysztof koperski , nebojsa stefanovic",international conference on management of data,1997
4214,0,investigation of algebraic query optimisation techniques for database programming languages,"alexandra poulovassilis , carol small",vldb,1994,implementation of two semantic query optimization techniques in db2 universal database,"qi cheng , jarek gryz , fred koo , t. y. cliff leung , linqi liu , xiaoyan qian , k. bernhard schiefer",very large data bases,1999
4215,0,multi-dimensional selectivity estimation using compressed histogram information,"deok-hwan kim , ju-hong lee , chin-wan chung",sigmod conference,1999,estimating the selectivity of spatial queries using the ` correlation ' fractal dimension,"alberto belussi , christos faloutsos",very large data bases,1995
4216,1,partial results for online query processing,"joseph m. hellerstein , vijayshankar raman",sigmod conference,2002,partial results for online query processing,"vijayshankar raman , joseph m. hellerstein",international conference on management of data,2002
4217,0,automating physical database design in a parallel database,"chun zhang , guy m. lohman , jun rao , nimrod megiddo",sigmod conference,2002,data placement in shared-nothing parallel database systems,"manish mehta , david j. dewitt",the vldb journal -- the international journal on very large data bases,1997
4218,0,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",vldb,2001,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",very large data bases,2001
4219,0,near neighbor search in large metric spaces,sergey brin,vldb,1995,nearest neighbor queries,"nick roussopoulos , stephen kelley , fr &#233; d &#233; ric vincent",international conference on management of data,1995
4220,1,duplicate removal in information system dissemination,"tak w. yan , hector garcia-molina",vldb,1995,duplicate removal in information system dissemination,"tak w. yan , hector garcia-molina",very large data bases,1995
4221,1,research issues in active database systems : report from the closing panel at ride-ads '94,jennifer widom,sigmod record,1994,research issues in active database systems : report from the closing panel at ride-ads '94,jennifer widom,acm sigmod record,1994
4222,0,spatial queries in dynamic environments,"yufei tao , dimitris papadias",acm trans . database syst .,2003,hypothetical queries in an olap environment,"andrey balmin , thanos papadimitriou , yannis papakonstantinou",very large data bases,2000
4223,0,query processing in tertiary memory databases,sunita sarawagi,vldb,1995,query processing and optimization in oracle rdb,"gennady antoshenkov , mohamed ziauddin",the vldb journal -- the international journal on very large data bases,1996
4224,0,efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos",vldb j.,2002,s3 : similarity search in cad database systems,"stefan berchtold , hans-peter kriegel",international conference on management of data,1997
4225,0,guest editorial,"yannis e. ioannidis , raghu ramakrishnan , philip a. bernstein",vldb j.,2003,guest editorial,matthias jarke,the vldb journal -- the international journal on very large data bases,1998
4226,0,discovering web services : an overview,vadim draluk,vldb,2001,combining fuzzy information : an overview,ronald fagin,acm sigmod record,2002
4227,0,parallel database systems 101,jim gray,sigmod conference,1995,advances in real-time database systems research,azer bestavros,acm sigmod record,1996
4228,1,aggregate-query processing in data warehousing environments,"venky harinarayan , dallan quass , ashish gupta",vldb,1995,aggregate-query processing in data warehousing environments,"ashish gupta , venky harinarayan , dallan quass",very large data bases,1995
4229,1,ogdi : toward interoperability among geospatial databases,"denis gouin , henry kucera , christian larouche , gilles clement , paul morin",sigmod record,1997,ogdi : toward interoperability among geospatial databases,"gilles cl &#233; ment , christian larouche , denis gouin , paul morin , henry kucera",acm sigmod record,1997
4230,0,object fusion in mediator systems,"yannis papakonstantinou , hector garcia-molina , serge abiteboul",vldb,1996,query caching and optimization in distributed mediator systems,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",international conference on management of data,1996
4231,0,wavecluster : a multi-resolution clustering approach for very large spatial databases,"surojit chatterjee , gholamhosein sheikholeslami , aidong zhang",vldb,1998,birch : an efficient data clustering method for very large databases,"tian zhang , raghu ramakrishnan , miron livny",international conference on management of data,1996
4232,0,information retrieval from an incomplete data cube,curtis e. dyreson,vldb,1996,xml and information retrieval : a sigir 2000 workshop,"david carmel , yoelle maarek , aya soffer",acm sigmod record,2001
4233,0,research issues in federated database systems : report of efdbs '97 workshop,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad",sigmod record,1997,advances in real-time database systems research,azer bestavros,acm sigmod record,1996
4234,1,approximating aggregate queries about web pages via random walks,"jittat fakcharoenphol , steve chien , ziv bar-yossef , alexander berg , dror weitz",vldb,2000,approximating aggregate queries about web pages via random walks,"ziv bar-yossef , alexander berg , steve chien , jittat fakcharoenphol , dror weitz",very large data bases,2000
4235,1,minicon : a scalable algorithm for answering queries using views,"rachel pottinger , alon y. halevy",vldb j.,2001,minicon : a scalable algorithm for answering queries using views,"rachel pottinger , alon halevy",the vldb journal -- the international journal on very large data bases,2001
4236,0,evaluation of remote backup algorithms for transaction-processing systems,"christos a. polyzois , hector garcia-molina",acm trans . database syst .,1994,efficient testing of high performance transaction processing systems,"d. wildfogel , ramana yerneni",very large data bases,1997
4237,1,on effective multi-dimensional indexing for strings,"nick koudas , h. v. jagadish , divesh srivastava",sigmod conference,2000,on effective multi-dimensional indexing for strings,"h. v. jagadish , nick koudas , divesh srivastava",international conference on management of data,2000
4238,0,structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",sigmod conference,1996,static detection of security flaws in object-oriented databases,keishi tajima,international conference on management of data,1996
4239,1,update propagation strategies to improve freshness in lazy master replicated databases,"eric simon , esther pacitti",vldb j.,2000,update propagation strategies to improve freshness in lazy master replicated databases,"esther pacitti , eric simon",the vldb journal -- the international journal on very large data bases,2000
4240,0,optimizing queries over multimedia repositories,"luis gravano , surajit chaudhuri",sigmod conference,1996,optimal clip ordering for multi-clip queries,"raymond t. ng , paul shum",the vldb journal -- the international journal on very large data bases,1998
4241,1,b-tree page size when caching is considered,david b. lomet,sigmod record,1998,b-tree page size when caching is considered,david lomet,acm sigmod record,1998
